Gene_Symbol,log2FoldChange,pvalue
DNAL1,0.835164494,1.44E-06
IRF2BPL,-0.810263883,1.36E-14
ACOT2,-1.098398996,4.69E-18
LTBP2,3.339944327,5.72E-92
AREL1,0.599668448,4.41E-14
TTLL5,-0.453652615,0.001186538
ABCD4,-0.492807042,8.52E-05
DLST,0.236212783,0.000991294
TGFB3,0.894067637,8.59E-18
RBM25,0.199927422,0.000301249
ALDH6A1,1.027719458,0.000116821
GPR68,1.342209762,5.31E-33
RHOQ,-0.245591314,0.013328838
SUPT7L,-0.199973361,0.042834806
KLHL29,-0.980539195,0.002210189
DNMT3A,-0.750581279,4.29E-10
TMEM214,0.205904275,0.021139059
ATL2,0.303114519,0.008344607
YPEL5,-0.439731255,3.12E-06
FAM98A,0.942297565,8.30E-34
YIPF4,0.253807677,0.006095238
AFTPH,-0.665041778,6.68E-17
BCL11A,-1.766063691,0.005908798
SLC17A5,-1.269752583,3.65E-135
OGFRL1,-1.147333238,4.90E-162
IDE,0.551465953,2.10E-06
IFIT3,-2.24916398,0
IFIT2,-3.443822699,0
GPAM,2.675401797,1.63E-22
CUTC,0.600185831,0.020570648
PYROXD2,0.962530011,0.009718273
C10orf88,0.650034722,0.007071225
HELLS,3.009535684,1.27E-24
TCTN3,0.28016906,0.016513243
AVPI1,-1.502441141,5.36E-10
WDR11,0.338755164,0.003426563
ARMH3,-0.253430589,0.006831296
GNA13,0.115490896,0.017851275
KANSL1,-0.484266308,0.000420297
DUSP1,-0.214431901,0.004560503
PANK3,0.728626393,1.97E-26
RCL1,0.797972624,4.42E-05
CD274,-4.548643103,0
NUP43,0.757478126,6.87E-09
MTHFD1L,1.062480102,2.31E-16
PCMT1,0.265088379,0.002711128
TASL,-0.570254408,8.90E-08
CYSTM1,-0.686552567,1.38E-11
PCDHB14,1.991171805,0.000465963
MRPS14,0.528260703,0.016038999
CENPL,0.573535107,0.004769974
TNFSF18,1.102673622,0.000686623
GORAB,0.36228783,0.047666938
ACAT2,0.642140181,0.001004301
TCP1,0.492693689,2.72E-23
SNX19,-0.377432291,4.51E-08
PDZD11,0.659165753,0.000546551
ENY2,-0.186206184,0.036296924
MASTL,-0.565261143,1.15E-08
KIAA1217,-3.961085686,2.39E-05
PLXDC2,0.290433013,0.000225091
IQSEC3,-1.504991502,0.046315651
PROSER1,-0.421417897,4.21E-05
WBP4,-0.893832047,5.87E-12
ELF1,-0.851976263,2.02E-50
KBTBD7,1.401100502,0.001102705
ALG5,-0.361816081,0.001793412
ETF1,0.502017838,1.88E-21
TGFBI,1.24301416,4.92E-225
FAM53C,-0.823869657,1.32E-22
SIL1,-0.279909073,0.004061895
KDM3B,0.462545494,1.17E-09
EGR1,-0.951438089,2.87E-37
SERP1,0.294909858,1.88E-06
UTP20,1.761056444,1.11E-21
TMPO,1.490654916,2.26E-64
ARL1,0.853164992,9.73E-19
NFYB,0.498600897,0.018870579
APAF1,0.31087278,0.006910567
DUSP4,1.028704701,3.79E-66
TNFRSF10B,0.762549526,3.04E-16
PTK2B,-1.529723589,2.37E-267
PDLIM2,-0.55398227,8.01E-05
UBIAD1,1.277421537,9.41E-10
TARDBP,0.398986067,9.01E-10
ZNF706,-0.33362068,0.000200863
LYPLA1,0.483523466,2.30E-16
CRISPLD1,-0.552545635,0.048212319
COPS5,0.363305221,0.000167472
RDH10,0.408724296,0.001381347
AKAP1,0.558047397,0.000132168
COIL,0.346037699,0.025263077
TRIM25,-0.823577774,5.32E-54
SCPEP1,-0.487778524,1.20E-12
SPOP,-0.284656683,0.003242077
TBX2,2.225311274,1.61E-54
SLC35B1,-0.237901688,0.024758909
TEX14,-2.195400657,1.63E-07
FAM117A,-1.29233786,5.51E-07
NCAPH,2.929238816,1.10E-32
MND1,3.550669758,1.26E-12
TRIM6,2.326370811,0.008119296
TENT4B,-0.54585663,1.40E-05
ADCY7,-1.559422704,4.48E-23
CEP89,0.445372228,0.039446219
TSHZ3,-1.211938666,2.83E-05
ECHDC2,-0.701746375,3.93E-08
PSPC1,-0.400021059,1.61E-05
ZNF549,0.929776704,0.000678326
ZNF211,0.421398501,0.025982124
TRMT1L,-0.545893025,1.83E-07
SEC22A,0.749189313,0.014662655
B4GALT4,-0.588145818,0.006230498
NAA50,0.783724564,4.06E-41
CD80,-3.268217341,9.94E-73
KIF18A,2.192545095,8.75E-16
CRY2,-0.641229902,1.48E-07
DEPDC7,1.652806442,0.000172572
CAT,1.994981084,2.12E-43
PILRB,-0.989973246,0.015164382
GJA3,1.084088146,2.19E-05
KHDRBS1,0.381439072,2.52E-09
CCRL2,-1.122979484,0.000458345
POLR3GL,0.362285348,0.031475832
TNFSF10,-3.803253078,0
LIAS,0.893924635,0.00084099
TMEM54,-0.797317745,0.012574102
LRIF1,-0.596019471,1.30E-08
TMIGD3,-0.680504026,0.033913586
CLCC1,0.841225744,2.38E-05
GPSM2,0.559419295,0.005333624
GTDC1,0.426389426,0.018908182
CXCR4,-0.750588765,2.62E-11
ZRANB3,1.399462245,0.00148185
ACVR2A,1.744642461,6.16E-45
POLK,-0.301174204,0.006350036
RPL21,0.772111442,2.56E-29
GTF3A,0.436959433,2.56E-05
UBL3,0.427267085,4.98E-08
FYTTD1,-0.233536982,0.000355295
MTERF4,0.36046014,0.020200628
SASH3,-1.071159252,0.010029081
OCRL,0.62650564,0.000253297
MRPS2,0.336787234,0.023480371
COPA,0.916940107,1.40E-82
CD244,-1.965099213,2.28E-15
LY9,-2.535140767,0.002233424
RBBP6,-0.712826244,4.82E-24
ANXA11,-0.750396706,6.62E-54
SHLD2,0.492515163,1.85E-05
PRXL2A,0.611012939,0.000898912
RPL5,0.943324199,3.70E-74
ODF2L,-0.381973023,0.008312237
TRMT13,0.998524893,1.12E-09
RPAP2,0.770431882,3.78E-13
SLC66A2,-0.364635802,0.000228699
NA,-0.434672947,0.00712014
ZMIZ2,-0.881347945,6.10E-36
SEPTIN7,0.18270062,0.005783904
KLHL7,0.70698146,0.000181239
HERPUD2,-0.948305283,3.72E-15
CBX3,0.469704094,4.75E-11
HNRNPA2B1,0.265956655,2.63E-07
HYCC1,1.035610308,9.19E-18
INHBA,1.176863353,1.10E-55
FKBP9,1.859139806,1.15E-42
NT5C3A,-2.903374423,0
ARL4A,-0.704577229,0.000157917
MRM2,0.291583058,0.037750561
TWIST1,0.54021454,0.000133673
GLIPR2,-1.874996355,2.73E-80
CLTA,-0.206578017,0.016414735
PHF24,-1.619960794,0.048176185
TRIM24,-0.426011603,5.37E-06
CYREN,-0.59757835,0.000174639
PLAU,1.708773145,1.58E-249
SRGN,-0.48475059,7.88E-33
CHST3,0.614529728,0.014047255
BICC1,1.571584995,1.43E-05
CISD1,-0.647287138,2.96E-05
EGR2,-0.733928448,4.31E-29
ECD,0.373151145,0.000864434
P4HA1,0.658108547,1.43E-16
SLC25A16,0.39423344,0.039434458
ZWINT,2.372010072,5.88E-47
RBM19,-0.282747038,0.016625415
CIT,3.903852161,7.52E-33
HVCN1,-0.690186739,0.022654915
MED13L,-1.204103186,6.38E-98
CDKN2C,-1.543493539,5.69E-74
RNF11,0.284933281,5.34E-07
RASSF8,1.079351914,4.29E-14
BHLHE41,3.044258436,4.92E-57
SSPN,4.198727484,6.99E-05
ACOT9,-0.874747265,2.42E-23
PRDX4,0.972884387,1.78E-12
PKN1,-0.33602429,7.09E-05
TRIR,-0.283031153,0.002062794
ADGRE5,-0.820213162,4.24E-42
GIPC1,0.266597202,0.036961527
SPRYD7,0.899465036,1.89E-06
EBPL,0.820986654,0.008464718
ATP7B,0.74852083,0.03542317
NLN,0.306949758,0.002378618
CENPK,2.290993788,1.10E-14
OPTN,-1.883299801,3.72E-127
TSFM,0.691410505,0.001053111
ARHGAP9,-0.72099938,7.83E-10
NCKAP1L,0.468053235,8.27E-25
MMP19,0.179901821,0.000555816
SPATS2,-0.547651903,0.011902066
ORMDL2,0.403937102,0.03175337
PDE1B,-0.788557114,1.23E-12
LRP1,-0.402454212,4.39E-10
TUBA1B,0.226534916,0.000157543
EEF1AKMT3,-1.227855381,1.25E-12
DBH,4.293640659,0.017454202
ATPAF1,0.419663506,0.007309858
STIL,0.90679062,1.47E-10
HJURP,5.114896436,3.06E-24
IL13RA2,4.908489796,0.003660085
COL10A1,2.990418389,0.003534242
AMD1,-0.347441273,4.43E-15
NDUFAF4,0.48506582,0.003953929
MORF4L2,0.475720779,5.63E-20
FAM199X,0.684408678,3.60E-10
RAB9A,-0.894667791,1.12E-08
METTL8,1.103164481,2.02E-06
NMI,-1.279714609,2.41E-62
TNFAIP6,0.470974108,0.000539422
BAZ2B,-0.836256465,2.36E-15
SLC36A1,0.185572121,0.008506577
LPGAT1,0.622647255,1.57E-09
BATF3,-2.117553952,9.43E-05
G0S2,0.718382034,0.005139684
KCNJ2,1.197642426,5.10E-20
EXOSC9,-0.823855903,2.40E-13
PLA2G12A,1.010952833,0.001033099
AGO2,-0.274883712,7.30E-05
NA,-0.615268036,0.032243331
ACSL3,-0.514889832,3.99E-14
CHPF,-0.434059105,0.000180484
OBSL1,-0.288748232,0.047566307
SLC12A4,0.683665887,9.39E-09
FAM210B,0.635994542,0.002214342
SLPI,-1.678758214,1.05E-05
TTPAL,0.292629646,0.040198323
PREX1,0.623537097,1.36E-11
SDC4,-0.260297708,0.014483365
NCOA3,-0.290204592,9.15E-08
PIGT,-0.307303581,0.000336962
NCOA5,-0.330750836,0.006149371
PLCG1,0.623536511,1.31E-05
TOX2,-0.798461091,0.004544288
SRSF6,0.356549698,6.60E-08
ARFGEF2,0.252959601,0.000389307
ZNFX1,-1.072884693,3.13E-142
CSE1L,1.463785263,7.22E-65
RAB22A,0.306983187,0.002456763
STAU1,-0.286809735,4.98E-05
SNAI1,-1.362731762,3.70E-22
STX16,-0.178636971,0.013798373
RNF114,-0.702448278,1.29E-19
DDX27,0.355863458,0.001669021
ZBP1,-9.503533618,1.20E-10
FASTKD3,0.704235797,0.000107767
IQSEC2,-0.581633771,6.87E-08
STAMBP,0.530723342,3.48E-05
NAGK,-1.568375644,1.68E-88
SNRNP27,-0.279735979,0.008244391
USP22,0.330344183,2.26E-08
USP9X,0.277637673,9.51E-07
GRM4,1.46576202,0.003953246
TRERF1,-0.806276999,1.69E-26
BTN2A2,-0.413847081,0.024737238
MRS2,1.203743214,8.52E-14
WRNIP1,0.375092368,0.013992704
RRP36,0.576481919,4.42E-09
SNRPC,0.443664071,6.81E-07
XPO5,0.689196135,9.44E-23
ABCC10,-0.394199473,5.95E-05
AARS2,0.373910256,0.002629157
MOCS1,-1.521436162,0.001633272
H2BC11,-0.695685589,0.010973348
KLHDC3,0.660839134,1.10E-19
MEA1,0.486691747,4.51E-07
CDKN1A,-0.840271008,1.77E-152
SOX4,1.046950903,4.54E-37
GLO1,0.235476632,1.49E-06
CPNE5,-3.81442491,3.05E-18
RREB1,-0.928309499,1.60E-31
SSR1,0.442649244,5.45E-15
RIOK1,0.6158164,0.008869461
NRN1,-0.861528046,0.001883383
SLC35B3,0.510335973,0.004367608
RPP40,1.74480036,9.11E-05
ATXN1,1.18316526,6.72E-25
NUP153,0.455069671,6.81E-08
DEK,0.540101266,1.13E-12
EEF1E1,2.032938658,2.66E-08
RUNX2,-0.634330501,1.99E-08
LRRFIP1,0.144928244,0.011814122
CXCL6,1.804234119,1.91E-13
MYRF,1.157024006,5.58E-05
AHNAK,0.662475074,1.47E-63
CNOT1,0.358427302,3.37E-12
MT2A,-1.479227798,7.35E-18
PHAF1,-1.193534629,3.94E-38
GOT2,1.15142803,3.97E-21
DOK4,-1.28968688,0.005425151
GPR18,-2.274354051,1.76E-14
TMTC4,0.889439769,0.002433163
ABCC4,2.518857057,1.70E-30
EFNB2,-2.165533487,1.92E-38
SOX21,-1.009238739,0.000440719
TM9SF2,0.528350717,2.18E-29
HROB,0.83933094,0.016602088
IRF1,-1.906436625,2.66E-110
SEPTIN6,-0.798351809,7.93E-12
TMEM255A,-0.640648364,1.30E-13
BMP4,-1.569207281,9.56E-07
FAM193A,-0.485994165,3.71E-05
HS3ST3B1,1.139071211,1.56E-88
MRPS7,0.702231075,1.26E-08
GGA3,-0.434493369,3.96E-06
NUP85,0.667989118,4.14E-06
MIF4GD,-0.835988477,7.60E-05
MSTO1,1.081327224,1.10E-07
GTF3C4,0.668543627,2.80E-11
DDX31,0.866972619,6.29E-06
PPP1R12C,-0.276496167,0.004130963
MBOAT7,-0.806286154,5.08E-25
SLC2A4RG,1.188834668,1.42E-08
FNDC11,-4.867443282,0.023076125
PPDPF,-0.328919763,0.024968234
IL1B,0.983789639,7.14E-150
INSIG2,0.33677364,0.024129222
POLR1B,1.248186479,1.20E-19
PSD4,-0.128262194,0.031712289
SLC25A23,-0.574341608,0.000526334
GTF2F1,-0.841201761,5.23E-49
CLPP,0.374421526,0.005326564
TNFSF9,-1.529562653,1.31E-09
MED1,0.419327313,2.07E-06
RPL23,0.670884203,1.44E-22
CD70,-1.793242008,6.67E-13
GPR108,-0.415101838,0.000113139
SNRPD2,0.481165688,4.21E-06
SYMPK,-0.301420552,0.000238119
GPCPD1,-0.767578901,6.60E-06
PANK2,-0.71263512,3.43E-05
CD93,0.601370489,4.98E-10
GZF1,0.472913646,0.000469847
NKX2-4,-2.012353959,9.00E-10
NKX2-2,-2.413812258,1.46E-07
DTD1,0.85680554,0.002747369
RBCK1,-1.089948207,1.39E-44
TMX4,1.531563157,4.65E-28
STK35,-0.397502401,0.012171853
SNRPB,0.470231185,0.000145719
NRSN2,-0.817533683,1.03E-10
RRBP1,-0.672771169,4.34E-30
BMP2,1.163329205,4.02E-13
MKKS,0.493883168,0.035548007
DSTN,0.467313037,1.44E-09
LAMP5,-2.072027762,0.015643994
ITPA,0.608199964,0.00097167
MCM8,1.820953856,1.59E-09
MRPS26,0.893715393,0.033357515
NCLN,0.472269297,7.65E-08
HNRNPR,0.353609903,9.44E-07
MAX,-0.787963779,9.72E-25
ARMCX5,0.599760274,0.016420328
NECAB3,1.147167507,0.000137197
ID1,3.170526049,5.89E-25
RALY,-0.20985745,0.008094868
DYNLRB1,-0.457785719,1.32E-06
CEP250,-0.498858929,1.44E-06
PLAGL2,-0.9023348,2.70E-14
AMOT,0.827867307,0.037522914
PSMB2,-0.186655333,0.008565234
ST3GAL3,-0.486154932,0.000222462
XRCC3,0.494965422,0.01510427
TUBGCP3,0.559581532,1.93E-05
PCID2,0.883349637,1.45E-08
LRFN3,-0.650767494,0.000969073
CAPNS1,0.404766622,1.50E-10
UBA2,0.634628362,7.40E-17
FFAR2,-1.211380045,0.049549531
COX6B1,0.280349009,0.004376181
THRA,-0.590069803,0.002877743
CCR7,-5.341352378,3.76E-305
FRMD8,-0.384582827,1.13E-05
IRF3,-0.214630503,0.017481455
PRMT1,0.849856573,5.09E-27
ASL,1.440085683,4.48E-17
SBDS,0.487686887,1.03E-07
STAT5A,-0.810406638,2.24E-11
WNK4,-1.74266814,0.029609861
TRAP1,1.295151082,7.10E-31
GLIS2,-0.762860903,0.016407472
NSRP1,0.39813785,0.002878927
AHDC1,-0.532744234,0.001578797
IFI6,-0.97654368,6.10E-200
EMG1,0.624969228,0.004637809
CFP,-0.907528792,0.027398423
KTN1,0.248527059,0.000167968
SIX1,-1.234014827,6.92E-05
DLGAP5,5.647547614,2.65E-23
ZBTB1,-0.153433867,0.042420539
TRMT5,-0.553071141,1.62E-05
PLEKHG3,-2.036482578,5.48E-10
RHOT1,0.560771802,0.000261747
EVI2A,-0.280658677,0.002857407
MAP2K2,-0.353294627,0.000354713
HNRNPH2,0.256514833,0.00210374
ARMCX1,-0.686798648,0.007388768
TIMM8A,0.942941359,0.000543808
ZC4H2,0.856617033,0.048874082
CANX,0.480010599,4.74E-42
RGS13,-0.997395421,4.41E-23
FGD3,-0.843218074,4.66E-08
HIVEP3,-0.668312379,2.35E-32
PPCS,-0.351987513,5.15E-09
COX7C,1.024686392,6.74E-25
TRAF2,-1.016419469,1.15E-11
HELB,-2.009350217,2.94E-17
RAP1B,-0.209052775,4.57E-05
DYRK2,-0.546155299,6.76E-09
YEATS4,0.517503961,0.036856053
FGFRL1,0.449817491,6.96E-05
TMEM175,-0.549486131,0.001046332
AUNIP,1.83034526,0.003162866
PIN1,0.40038592,0.002852674
FBXL12,-0.321608713,0.036325717
EMC1,0.484550103,3.54E-10
UBR4,-0.106310477,0.015422695
HP1BP3,0.208953212,0.001244585
ADGRE2,-0.33250099,5.01E-09
SLC35E1,0.878860868,1.61E-24
UQCR11,0.849964567,0.000117025
PKMYT1,1.681800784,3.31E-08
CHTF18,1.721420181,5.49E-09
MACF1,0.594629692,1.37E-43
SMARCA4,0.550332862,6.05E-15
TICAM1,-1.032022113,1.33E-14
TUBA4A,1.356922348,3.95E-32
PNKD,-0.477571234,1.48E-06
RNF6,-0.196261156,0.01634261
ECHS1,0.508346396,2.43E-08
AKAP9,0.506368446,4.23E-08
GNG11,0.579744901,4.24E-16
HIP1,0.813091392,0.009210067
PTPN12,-0.29953079,6.73E-14
POR,-1.001718363,1.29E-24
STEAP4,5.354085135,4.05E-06
GNAI1,1.272346595,0.00033665
CASD1,0.613224964,0.005930315
ZNF780B,1.117713849,1.67E-10
LRFN1,-1.421986802,0.018753756
ZFP36,-1.136119224,4.07E-32
SRD5A3,0.66953652,0.000436825
PAICS,2.311725941,3.39E-132
PPAT,0.989884272,8.21E-12
ADM2,-1.458527178,2.69E-10
ASPHD2,-2.087621614,9.69E-07
SDF2L1,-0.658976806,0.000990841
GAL3ST1,-2.908034391,0.024000805
YWHAH,-0.428845304,5.96E-07
ADORA2A,-2.56037169,0.036500669
ATF4,-1.400825807,2.94E-152
A4GALT,-0.948431947,6.67E-08
CDC42EP1,-0.658782604,0.018283175
APOL3,-2.096285688,8.70E-16
TPST2,-0.437477472,8.24E-08
APOL2,-1.448971271,5.46E-81
RAC2,-0.431253694,1.28E-18
LIF,2.522001489,1.39E-21
C22orf23,1.04679444,0.000924627
APOBEC3A,-8.093568105,4.42E-28
APOBEC3F,-1.657490281,6.88E-25
SPECC1,-0.562714599,0.001728819
DOCK4,-1.036800647,2.42E-37
ATP6V1F,-0.690236718,3.92E-25
LSM8,-0.653906952,1.00E-07
PRKRIP1,-0.540688838,0.001167971
PODXL,2.269693632,3.19E-35
FOXP2,-1.053506024,8.86E-18
STRIP2,-1.445601964,2.77E-24
DNAJB9,-0.694336608,1.20E-11
FLNC,-2.539344243,0.000352561
LRRC4,1.682567931,4.47E-11
CALU,1.126374202,4.92E-116
CCDC136,-1.735569877,1.16E-11
IRF5,-1.459175928,2.97E-46
LRRC17,3.120059994,0.003887824
KLHDC10,0.291843867,0.001307627
NDUFA5,0.506641855,1.86E-06
OPN1SW,1.437974946,0.013611598
MRPS12,0.630595435,0.002042696
MYO1B,1.357454744,3.45E-96
OSGEPL1,1.38687451,0.000120661
ORMDL1,0.323165932,0.000957695
HAT1,0.438709785,3.28E-06
HERC2,0.974129309,4.36E-34
TWSG1,0.325462725,1.26E-05
ARHGAP22,-1.192085041,6.17E-19
WDFY4,0.294853859,7.68E-12
EIF2AK4,0.352687179,0.000191887
TMOD2,-0.78578246,0.028319951
TTBK2,-0.4878521,0.001705424
CCDC32,-0.802970759,1.61E-08
INO80,-0.271787267,0.007211633
ICE2,0.570555845,0.000143239
ALDH1A2,-1.100432949,0.003615017
MINDY2,-0.413539111,1.11E-08
IVD,0.692556482,5.60E-11
KNSTRN,0.905111711,4.84E-05
DUT,1.495415478,8.80E-15
CHAC1,-0.555626222,0.04808994
ARPP19,0.425790432,4.90E-13
CALML4,-0.533856185,0.000206518
ISLR,3.526685411,0.000448823
ANAPC13,0.656141289,1.36E-07
MBD4,0.249325165,0.014554401
COPB1,0.568289575,1.53E-24
PSMA1,0.282730964,0.035891907
PALLD,1.223201098,1.32E-05
SPCS3,0.756558761,9.97E-38
BBOX1,4.086621976,0.028500029
CSRP3,-4.567316804,0.040312746
E2F8,5.357058814,2.50E-13
PIMREG,4.804371517,7.14E-05
RPAIN,0.401798582,0.016726801
USP6,-1.198562941,0.028899079
PLD2,0.920983896,8.09E-07
TXNDC17,0.906653099,7.60E-09
FXR2,-0.403299335,8.32E-06
KIF1C,0.791739596,1.60E-19
MPDU1,-0.515204683,1.20E-07
NA,-0.75991563,9.72E-08
PHF20L1,0.153998055,0.038301912
DNAAF11,-1.153241668,0.010645279
KRI1,0.483336822,0.003155069
ILF3,0.617444039,2.97E-27
MTUS1,1.217380031,0.000118677
SIGLEC9,0.998698045,0.009941063
KLK10,-3.151974032,1.24E-16
RIPK3,-0.673412827,0.006093863
ADCY4,-2.920567438,7.45E-14
RAB2B,-0.357582388,0.004950275
AJUBA,-0.648323117,0.001000713
DTD2,1.575408468,1.42E-05
PARP2,1.030000834,4.68E-08
HEATR5A,0.480400602,0.002690578
FOXA1,-2.289041372,2.24E-13
MIS18BP1,-0.311533179,0.002091564
RNASE1,5.802317428,0.000234786
NEDD8,1.002215942,3.37E-10
DAD1,0.34502051,6.58E-07
TEP1,-1.006285847,3.51E-44
EPB41L4A,1.552827273,0.002817461
REEP5,1.030134656,7.60E-20
RHBDF2,-1.51924709,6.14E-134
ARHGEF6,-0.251917761,0.01744701
MAP7D3,1.012187317,5.63E-07
SGO1,1.511084964,0.000137617
KLF16,0.421766731,0.002372357
PGAP6,-0.456769421,1.91E-08
MAU2,-0.922509293,9.71E-29
SHC2,-0.956409001,4.29E-08
ABHD17A,-0.404527056,3.12E-07
CBFA2T3,-0.902778648,2.00E-05
GAMT,1.069822954,7.92E-09
PHF10,-0.424430013,3.83E-07
STARD8,-0.602437147,1.85E-10
NALF2,-1.309098434,0.013720605
GDPD2,2.330932656,0.000633252
SAT1,-1.477404977,1.77E-233
ELOF1,-0.373790707,0.003050984
CDC16,0.458133752,3.52E-06
THEM6,-0.978814721,0.011342836
NECTIN2,-1.819653383,3.78E-241
APOE,-0.414154711,1.30E-08
TOMM40,0.601631306,3.26E-09
XPO7,0.809967656,2.24E-31
SAFB2,-0.421552762,3.99E-06
ATP8B3,-0.926587029,8.63E-07
GTPBP3,1.095427115,3.38E-06
PLVAP,-1.347152228,0.01317435
BST2,-0.648424091,5.94E-51
SLC27A1,-0.405207943,0.023371978
COLGALT1,1.461261859,5.67E-139
DDA1,0.415752023,3.59E-05
LSM7,0.949194606,2.34E-12
SNX9,0.284475459,7.88E-07
QRSL1,0.272153396,0.045610845
RSPH3,-1.095181752,1.85E-25
MAS1,-3.899524755,0.003294566
AFDN,0.619717434,1.88E-05
NDUFA10,0.787732055,2.32E-17
ZSWIM6,-0.656637661,7.99E-19
UNC13A,2.424653794,1.23E-14
MAP1S,-0.191236386,0.043233254
KLHDC7B,-2.307281506,0.020256151
NA,-0.649671463,0.021196383
GDF15,-3.370191728,0
PGPEP1,-0.236961718,0.002911982
IQCN,-1.586547852,4.26E-08
LSM4,0.68446076,5.44E-09
JUND,-1.415420892,2.75E-43
TRPM4,-0.281249605,0.02055418
ZBTB46,-0.284609767,0.037009436
HELZ2,-1.630459471,2.41E-303
LSP1,-2.775352299,2.65E-47
ATXN10,0.925791431,1.80E-35
CYP2E1,-1.434932699,0.026550664
PAK4,-0.41710971,0.027930035
TAF4,-0.486033312,0.002190696
GATA5,-4.567316804,0.040312746
LAMA5,-1.585594699,1.34E-11
ADRM1,-0.302508846,0.002334939
ASS1,0.933167615,3.63E-18
EXOSC2,1.171170136,1.41E-11
UCK1,-0.376593355,0.011284379
FIBCD1,-0.964789859,0.003189631
NA,-0.278202153,4.66E-05
UBE2M,0.263684991,0.002303021
TRIM28,0.472294602,1.89E-11
EIF2S3,0.750542214,1.82E-38
ZC3H4,-0.458911252,2.94E-05
MAP3K10,-0.734611841,0.000133436
SESN2,-2.019304184,3.84E-76
ATP5IF1,-0.344605597,0.007533233
THEMIS2,-1.470173779,1.10E-93
CCDC62,-1.887280008,0.003665409
HIP1R,-1.079633098,4.72E-06
ZNF317,-0.381369213,9.22E-05
ANGPTL6,-1.986324436,9.97E-12
SHFL,-1.409273903,1.95E-54
DNMT1,0.255003951,0.000128065
ZNF426,1.456342037,0.000958457
SLC6A8,-0.431760317,8.11E-05
DKC1,1.029295322,4.01E-19
MPP1,-0.878253164,1.55E-16
ZNF331,2.815008774,1.39E-06
ZNF236,-0.659703201,2.07E-06
NOL11,0.900175499,6.76E-15
UBE4B,0.73774724,1.05E-13
CASZ1,-1.741911669,2.47E-13
HABP4,1.04578752,0.003160624
SLC35D2,-0.593783361,0.000355394
POLN,-1.328588591,0.006796627
ULBP2,-0.716307254,2.21E-10
LATS1,-0.484779635,6.40E-09
LILRB2,-2.744981948,0.016167328
RBM39,-0.146179587,0.012185452
ARHGEF9,1.461062998,2.67E-13
ATP6V1E1,-0.318772902,3.63E-09
ZNF227,0.444065165,0.043567053
COX4I1,0.468046557,1.17E-09
GSE1,-0.501867936,1.01E-05
GINS2,5.335112116,1.51E-15
CHMP1A,-0.381730655,8.76E-05
SH3BGRL,0.210095738,0.001523428
NFATC1,-0.471415599,2.05E-09
IDO1,-4.125647743,4.32E-55
CAP1,-0.056219938,0.046021696
PPT1,0.47264587,7.25E-51
RAB11FIP4,0.527997146,0.010414916
RLIM,0.433060564,8.21E-12
MRPS25,0.333037041,0.004430261
SH3BP5,-0.803592296,6.24E-06
HACL1,0.662332319,0.001609443
RFTN1,-0.408812384,2.22E-08
SLC6A6,-0.593574101,6.15E-17
KCNC3,-0.333147699,0.004902424
NAPSB,-4.317481346,1.97E-10
NR1H2,-0.559473498,1.49E-08
LRRC4B,-1.64607989,3.65E-05
PDLIM4,-0.900354283,1.62E-07
KIF3A,0.467837083,0.031736096
MGAT1,-0.962937538,4.23E-72
GFPT2,2.288550308,1.02E-18
TUBG1,0.440321787,0.001954193
PSME3,0.500182042,7.86E-15
RPL27,0.409767591,2.60E-08
ACLY,1.021607337,6.40E-94
NDUFA2,0.859618703,3.74E-07
DIAPH1,-0.30199437,2.42E-09
EXOC4,0.662677811,1.54E-09
ACAP3,0.293795619,0.043838452
TRAF7,0.345566484,0.000194789
BARX1,-1.30679867,1.26E-24
NINJ1,-1.714903864,5.42E-97
NPHP4,0.466591101,0.019840622
MAP1B,1.173594929,3.98E-53
IL13RA1,0.655489981,9.27E-14
WDR44,-0.326970923,0.027193028
TOP2A,4.803884485,4.95E-158
STARD3,-0.626548712,5.68E-10
KHDRBS3,-1.129859042,9.15E-05
CHD1L,0.481765882,2.03E-07
PEX11B,0.337106072,0.00869705
PIAS3,0.687928902,6.38E-07
PRKAB2,0.747780268,4.18E-09
NA,1.201504248,1.84E-30
NA,-1.019274548,0.015760351
PDHA1,0.806556379,1.36E-12
MCCC2,1.121854247,2.62E-30
ZNF304,0.720419698,0.000868526
ZNF132,1.865598733,0.001580292
CHSY1,-0.947589228,5.46E-104
SNRPA1,0.793387739,1.28E-11
NA,1.155887874,0.027408751
C19orf12,-0.470733054,0.000583887
GCH1,-0.932591279,2.53E-08
LGALS3,-0.298808619,0.001220841
ZSWIM4,-0.93402391,1.02E-21
CC2D1A,-0.668617403,2.36E-06
TRIM21,-1.119925346,9.39E-49
LRRC41,-0.317911315,3.53E-05
NA,1.477217809,7.18E-42
DHX30,0.585437974,8.39E-10
PPARG,0.742911873,0.000541926
FCRLA,3.339945045,1.01E-39
ENOSF1,-0.293683704,0.018417061
EMILIN2,0.636644545,3.91E-38
TRIM5,-0.97871248,1.69E-28
TRIM22,-1.120839817,3.67E-118
RRP8,0.529810612,0.002712939
TIMM10B,0.605618521,4.79E-08
EFR3A,0.232118897,2.55E-05
PTCD3,0.496402046,1.07E-07
IMMT,0.483284706,1.08E-09
MRPL35,0.624155515,1.31E-07
ILKAP,0.401195899,0.008161541
PER2,-0.433213099,0.001068166
RAMP1,-1.38666605,4.79E-05
